,Name,Time
0,1A7X,157.03296661376953
1,1BXO,26.240825653076172
2,1BZL,31.365633010864258
3,1CPI,46.20194435119629
4,1E9W,565.6464099884033
5,1EHL,25.53105354309082
6,1ESV,21.06499671936035
7,1FKD,112.85996437072754
8,1FKI,23.531675338745117
9,1FKJ,145.34258842468262
10,1FKL,115.49496650695801
11,1HHY-A,326.2827396392822
12,1KEG,112.86544799804688
13,1KHR,43.416500091552734
14,1MIK,261.2016201019287
15,1MRL,68.38083267211914
16,1NMK,77.58402824401855
17,1NSG,148.362398147583
18,1NT1,32.071590423583984
19,1NWX,86.8062973022461
20,1OKX-C,95.5805778503418
21,1OSF,53.10964584350586
22,1PFE,190.69242477416992
23,1PKF,17.421245574951172
24,1QPF,134.080171585083
25,1QPL,153.52678298950195
26,1QZ5,127.05326080322266
27,1QZ6,110.63885688781738
28,1S22,45.54319381713867
29,1SKX,81.22444152832031
30,1TPS,149.63388442993164
31,1WAW,65.94657897949219
32,1WUA,182.49821662902832
33,1XS7,51.51033401489258
34,1XVR-D,183.1340789794922
35,1YET,25.511741638183594
36,1YND,204.23269271850586
37,1YXQ,326.54857635498047
38,2ASM,121.70934677124023
39,2ASO,134.6116065979004
40,2ASP,106.42027854919434
41,2C6H,22.9034423828125
42,2C7X,32.98640251159668
43,2CV3,277.96316146850586
44,2DG4,121.35171890258789
45,2F3E,28.588533401489258
46,2F3F,22.43661880493164
47,2GPL,67.99578666687012
48,2IYA,66.21432304382324
49,2IYF,63.463449478149414
50,2OTJ,43.816566467285156
51,2PH8,22.21202850341797
52,2Q0R,98.01173210144043
53,2QZK,44.05116271972656
54,2VYP,575.2668380737305
55,2VZM,35.31384468078613
56,2WEA,38.81549835205078
57,2WHW,7.163286209106445
58,2XBK,60.28628349304199
59,3ABA,44.65675354003906
60,3AVJ-D,87.7835750579834
61,3DV1,22.361278533935547
62,3DV5,23.40221405029297
63,3E7A,99.46179389953613
64,3EKS,37.770986557006836
65,3I6O,51.32031440734863
66,3K5C,20.051002502441406
67,3KEE,58.22944641113281
68,3M6G,72.92628288269043
69,3RQD-D,22.992372512817383
70,3WDC,194.0615177154541
71,3WNF-C,31.604290008544922
72,4GM9,44.120073318481445
73,4GVU,156.62240982055664
74,4JNA-H,46.75889015197754
75,4KEL,417.47045516967773
76,4M6E-A,312.8495216369629
77,4MNW,404.64138984680176
78,AAGGAG10,19.989728927612305
79,ACOPUF,12.044135093688965
80,ADEZIU,18.001850605010986
81,AFUTOL,6.24036979675293
82,AGAJIB,19.875288009643555
83,AJILUA,8.776975631713867
84,BAMGOL10,13.17737102508545
85,BANROX,4.174010753631592
86,BARYOI,20.15250301361084
87,BAYSOJ,3.9016342163085938
88,BIHYAS10,48.20847511291504
89,CAMVES01,1587.1269702911377
90,CAPINC,2.5239992141723633
91,CAZVEF,4.845344543457031
92,CHMADP,10.853767395019531
93,COFKAK,147.81761169433594
94,CPDPSC,10.594367980957031
95,CUQYUI,11104.749917984009
96,CUZQUJ,16.950607299804688
97,CYDECO,2.389406204223633
98,DAFKUR,54.98313903808594
99,DAZGEQ01,5.433475971221924
100,DEMHUY01,8.80742073059082
101,DEMJAG10,11.23189926147461
102,DETHAL,8.153438568115234
103,DEWCOY,24670.716524124146
104,DOVXUI,18.7380313873291
105,DOZWUL,9.283781051635742
106,DUBQUN,8.451805114746094
107,DUPKEE,58.89582633972168
108,DUVGOQ10,89.03384208679199
109,DZCDON,3.1462626457214355
110,FIMKAO,51.835060119628906
111,FIWZEQ,5.58056116104126
112,FOKCUE,144.94013786315918
113,GLSARM,5.049128532409668
114,GOBSIZ,4.899024963378906
115,GOKREE,7.961130142211914
116,GUGWOV,33.91551971435547
117,HEBHUR,27.871370315551758
118,HEBLIJ,68.83621215820312
119,HEGNEO,23.129199028015137
120,HEGNOY,19.12737274169922
121,HETJIA,67.14010238647461
122,HTENTX10,36.928415298461914
123,IDUZEN,54.686784744262695
124,IHOYEJ,7.5681116580963135
125,IWUGUC,85.81900596618652
126,JECWIY,47.90759086608887
127,JEFHEH,4.563293695449829
128,JELTID,2.3593547344207764
129,JILWEG,19.212007522583008
130,JOKNEC,20.621538162231445
131,JOKPAA,225.29328227043152
132,KEPNAU,238.45911026000977
133,KETVAG10,5.846738815307617
134,KEYBOH,109.07602310180664
135,KICVUN,329.8041820526123
136,KIHWII,2.0785982608795166
137,KIVDIC,57.492733001708984
138,KUFPUW,19.144792556762695
139,LENPEA,30.559778213500977
140,MOSFEG,17.472028732299805
141,MUCYIT,28.751611709594727
142,MUZZEM,22.159576416015625
143,NAFJEJ,44.59667205810547
144,NAWLUT,2.0245771408081055
145,NENXOT,18.2148277759552
146,NIYNIS,79.96082305908203
147,NUJDEB,168.41721534729004
148,OCERET,51.79476737976074
149,OCUPAD,1.100174903869629
150,ODETEW,8.864357471466064
151,PAWXUG,9.070816040039062
152,PEZNAJ,37.43910789489746
153,PIKZEO,33.90336036682129
154,PIZYIH,21.684874534606934
155,POGLIH,215.6221866607666
156,POTTEY,23.275136947631836
157,POVVIF,15.92254638671875
158,POWYEG,42.238473892211914
159,PUSLAQ,32.239437103271484
160,QEDJOA,26.94988250732422
161,QIQYEU,569.6030902862549
162,QIRRUE,49.742937088012695
163,QODWEM,11.253833770751953
164,QOSNAN,5419.768571853638
165,RIVLUE,177.3545742034912
166,RIWYAX,17.286300659179688
167,RUTXUZ,11.752605438232422
168,SAFVOM,170.22395133972168
169,SAVXUI,0.6970653533935547
170,SOTGOX,0.36118006706237793
171,SUMMOC,5.148172378540039
172,SUQJET,58.61210823059082
173,TALZUC,1729.9244403839111
174,TEGXEI,10.47637939453125
175,TENBOD,3.3963050842285156
176,TERSIS,34.94000434875488
177,TETMOU,4.519224166870117
178,TIHMUS,4.805248498916626
179,UDAWIG,68.87054443359375
180,UGONEJ,16.747119426727295
181,UNDECO,2.3753724098205566
182,UZUKUW,94.48575973510742
183,VAWTAQ,51.72610282897949
184,VENZOD,1.3201446533203125
185,VEVHAF,10.840253114700317
186,VORZEH,24.60789680480957
187,WACYAB,13.500926971435547
188,WAPHUR,912.6944541931152
189,WATDIE,214.05696868896484
190,WECCAI,11.998949766159058
191,WECCUC01,296.42510414123535
192,WECKIY,3.035306930541992
193,WIFNEF,39.56961512565613
194,WIGLUT,15.2889404296875
195,WISCUW01,5.800833702087402
196,WUBGAB,100.2345085144043
197,WUMSON,79.82349395751953
198,WURVEL,24.58699607849121
199,XETJUC,1.6238079071044922
200,YACWIK,147.87983894348145
201,YARFON,3.353994846343994
202,YAZKOZ,2.976480722427368
203,YITZIK,25.770187377929688
204,YIWHOB01,25.59351921081543
205,YUPHIA,9.951449632644653
206,ZOYJEC,6.525635719299316
207,ZZZMZM01,5.400657653808594
