,Name,Time
0,1A7X,374.11022186279297
1,1BXO,97.43857383728027
2,1BZL,124.65834617614746
3,1CPI,124.24325942993164
4,1E9W,1374.7303485870361
5,1EHL,53.681989908218384
6,1ESV,39.89162826538086
7,1FKD,261.05642318725586
8,1FKI,49.01782417297363
9,1FKJ,286.5464687347412
10,1FKL,290.94457626342773
11,1HHY-A,771.1551189422607
12,1KEG,421.60558700561523
13,1KHR,78.38308238983154
14,1MIK,537.7881526947021
15,1MRL,151.72100067138672
16,1NMK,190.49859046936035
17,1NSG,324.5837688446045
18,1NT1,52.85894966125488
19,1NWX,213.60492706298828
20,1OKX-C,296.1997985839844
21,1OSF,111.5052330493927
22,1PFE,477.7393341064453
23,1PKF,40.54713249206543
24,1QPF,317.1522617340088
25,1QPL,309.6506595611572
26,1QZ5,309.2162609100342
27,1QZ6,252.12454795837402
28,1S22,141.1447525024414
29,1SKX,149.8289566040039
30,1TPS,345.1342582702637
31,1WAW,161.51833534240723
32,1WUA,388.6909484863281
33,1XS7,150.12121200561523
34,1XVR-D,491.5151596069336
35,1YET,58.13986659049988
36,1YND,435.99820137023926
37,1YXQ,678.5686016082764
38,2ASM,295.6197261810303
39,2ASO,304.964542388916
40,2ASP,252.77209281921387
41,2C6H,40.383338928222656
42,2C7X,75.86097717285156
43,2CV3,646.0263729095459
44,2DG4,342.55242347717285
45,2F3E,110.77690124511719
46,2F3F,59.114933013916016
47,2GPL,152.87137031555176
48,2IYA,130.94329833984375
49,2IYF,142.42887496948242
50,2OTJ,108.40463638305664
51,2PH8,41.36924457550049
52,2Q0R,244.53067779541016
53,2QZK,76.97478938102722
54,2VYP,821.8197822570801
55,2VZM,67.83699989318848
56,2WEA,80.5592679977417
57,2WHW,15.576362609863281
58,2XBK,123.47197532653809
59,3ABA,99.18999671936035
60,3AVJ-D,239.58969116210938
61,3DV1,44.3112850189209
62,3DV5,52.46162414550781
63,3E7A,228.75118255615234
64,3EKS,75.19495725631714
65,3I6O,119.7807788848877
66,3K5C,88.07110786437988
67,3KEE,172.37257957458496
68,3M6G,177.37269401550293
69,3RQD-D,55.132206439971924
70,3WDC,445.28698921203613
71,3WNF-C,119.11702156066895
72,4GM9,84.15699005126953
73,4GVU,318.90130043029785
74,4JNA-H,70.66702842712402
75,4KEL,879.7850608825684
76,4M6E-A,675.8167743682861
77,4MNW,1021.6882228851318
78,AAGGAG10,27.17684054374695
79,ACOPUF,11.011918544769287
80,ADEZIU,53.38359832763672
81,AFUTOL,4.711156368255615
82,AGAJIB,73.74858856201172
83,AJILUA,9.889356136322021
84,BAMGOL10,5.402641296386719
85,BANROX,0.14975476264953613
86,BARYOI,50.82709789276123
87,BAYSOJ,2.210937738418579
88,BIHYAS10,100.08947992324829
89,CAPINC,0.6466984748840332
90,CAZVEF,9.51143503189087
91,CHMADP,44.92831230163574
92,COFKAK,362.75720596313477
93,CPDPSC,23.4376482963562
94,CUZQUJ,44.627113580703735
95,CYDECO,0.4113779067993164
96,DAFKUR,122.88403511047363
97,DAZGEQ01,2.8111796379089355
98,DEMHUY01,17.03499674797058
99,DEMJAG10,37.122045278549194
100,DETHAL,10.555699825286865
101,DOVXUI,25.211281538009644
102,DOZWUL,6.6760969161987305
103,DUBQUN,1.358109712600708
104,DUPKEE,195.2582607269287
105,DUVGOQ10,253.22937965393066
106,DZCDON,0.31961536407470703
107,FIMKAO,146.3034152984619
108,FIWZEQ,2.7977514266967773
109,FOKCUE,454.6806812286377
110,GLSARM,1.9782748222351074
111,GOBSIZ,14.573538303375244
112,GOKREE,1.3267860412597656
113,GUGWOV,74.97760772705078
114,HEBHUR,49.25073528289795
115,HEBLIJ,214.45441246032715
116,HEGNEO,30.78471088409424
117,HEGNOY,13.459927558898926
118,HETJIA,199.34985971450806
119,HTENTX10,42.16079092025757
120,IDUZEN,185.68682670593262
121,IHOYEJ,4.94185996055603
122,IWUGUC,222.7475643157959
123,JECWIY,79.75220322608948
124,JEFHEH,7.6852264404296875
125,JELTID,4.0220947265625
126,JILWEG,46.362149238586426
127,JOKNEC,51.53195285797119
128,KEPNAU,661.414623260498
129,KETVAG10,20.778417587280273
130,KEYBOH,367.66743659973145
131,KIHWII,1.1262493133544922
132,KIVDIC,104.0643310546875
133,KUFPUW,48.37057971954346
134,LENPEA,119.08211517333984
135,MOSFEG,21.800384044647217
136,MUCYIT,45.03227233886719
137,MUZZEM,45.94274091720581
138,NAFJEJ,61.221171855926514
139,NAWLUT,0.8050382137298584
140,NENXOT,9.04954218864441
141,NIYNIS,263.13257217407227
142,NUJDEB,580.4159641265869
143,OCERET,194.40031051635742
144,OCUPAD,0.05304431915283203
145,ODETEW,18.269225120544434
146,PAWXUG,3.6353445053100586
147,PEZNAJ,118.50547790527344
148,PIKZEO,115.40245866775513
149,PIZYIH,43.72895908355713
150,POGLIH,566.9567584991455
151,POTTEY,66.02867126464844
152,POVVIF,32.5575053691864
153,POWYEG,253.45253944396973
154,PUSLAQ,97.060866355896
155,QEDJOA,66.27665519714355
156,QIRRUE,109.2305748462677
157,QODWEM,37.09929704666138
158,RIVLUE,418.83397102355957
159,RIWYAX,58.75355124473572
160,RUTXUZ,41.198554039001465
161,SAFVOM,373.31318855285645
162,SAVXUI,1.1023235321044922
163,SOTGOX,0.7219195365905762
164,SUMMOC,31.777620315551758
165,SUQJET,177.08063125610352
166,TEGXEI,3.496041774749756
167,TENBOD,0.3567788600921631
168,TERSIS,130.05375862121582
169,TETMOU,15.125086307525635
170,TIHMUS,0.6978988647460938
171,UDAWIG,146.10651397705078
