,Conformer,RMSD_macrocycle,RoG_macrocycle,TF_macrocycle,TFD_macrocycle,RMSD_heavy_atoms,RoG_heavy_atoms,TF_heavy_atoms,TFD_heavy_atoms,Nconf,Span_Rog_macrocycle,Span_Rog_heavy_atoms
74,4JNA-H_331,0.7113779300696426,3.0328220768655,16.0,0.06419926208611179,2.3348333835601807,4.557033699532198,59.0,0.32190107408817653,936,0.6022374922263247,1.1148813950618566
75,4KEL_738,1.6698406235510002,5.526182206171891,53.0,17.198484817772886,3.468991756439209,6.849772665389434,200.0,1.6931938767888883,1000,1.3391506455485258,1.3592081889587613
76,4M6E-A_988,1.389224145215428,4.947898315345372,30.0,54.85925900339391,3.908618450164795,6.39930991082841,161.0,2.4298735356337984,1000,1.3817275566762817,1.4723551781043973
77,4MNW_90,1.5118806411600434,6.028320584408727,52.0,1.9715831200339597,3.9741272926330566,8.367344306416555,192.0,0.5020920815731482,1000,1.4863766551123172,2.104366145519589
78,AAGGAG10_16,1.0077483636921758,3.2192147353407985,18.0,0.266002058443102,1.8778101205825806,3.726854110244814,39.0,0.266002058443102,169,0.5086331988984312,0.5850882755259184
79,ACOPUF_49,0.4484861514698607,2.404987684537652,12.0,0.0026217754676927402,3.5954842567443848,3.4574946017638655,35.0,0.1740042819383518,54,0.17474590541748736,0.8073446837526834
80,ADEZIU_150,0.1064242345890585,2.0704792007648862,10.0,0.033697555656548445,4.637322902679443,5.181857205983271,54.0,0.20753388876104265,290,0.15588781220103298,1.8043643782361292
81,AFUTOL_24,0.46759527162282366,2.3902167567262818,12.0,0.021852974186714724,2.5287892818450928,2.910945879362642,30.0,0.3420055712734326,32,0.22093157129087837,0.4555501010317742
82,AGAJIB_15,1.453990410934882,5.585944735558553,34.0,6349.7456376461005,1.502249836921692,6.081996892600995,42.0,6349.7456376461005,402,1.4039749915553354,1.8784379040658115
83,AJILUA_2,0.47255458399259964,2.109592748087323,11.0,0.0222912582431654,1.7111480236053467,3.5386937609180205,29.0,0.04229297686985772,42,0.16562565506384885,0.9255235737731575
84,BAMGOL10_47,0.13670794505784611,2.0373533189525657,10.0,0.003765054318657798,2.3550658226013184,3.3575539591203167,46.0,0.29764406578299535,51,0.15673246324623769,0.49317718186712645
85,BANROX_2,0.5684085154185131,2.4473982538747254,13.0,0.014806462256930837,0.8362401127815247,3.04859499508522,53.0,0.023531376403761725,4,0.09694801663497854,0.21933726729123304
86,BARYOI_0,0.17792934725180612,2.441833859069562,12.0,0.015464254088956679,2.3264029026031494,4.309551127877845,70.0,0.06308337213050376,286,0.3222593576253132,1.4978252478923344
87,BAYSOJ_3,0.9027412004625975,2.479284857362821,14.0,0.11301094532069872,0.9179643988609314,2.858975410895979,16.0,0.11301094532069872,4,0.12931572503242306,0.16167619881579887
88,BIHYAS10_507,0.6566254917411873,3.424086701385757,19.0,0.1736658030104928,1.5255578756332397,4.230174561839133,80.0,0.5074633134378643,799,0.708091705668326,0.7280034778458657
89,CAPINC_2,0.6818432207924238,2.2806104578436446,11.0,0.06561555289103932,0.8537163138389587,2.4188237158578465,13.0,0.06561555289103932,4,0.11556599693877567,0.09807093881417117
