,Conformer,RMSD_macrocycle,RoG_macrocycle,TF_macrocycle,TFD_macrocycle,RMSD_heavy_atoms,RoG_heavy_atoms,TF_heavy_atoms,TFD_heavy_atoms,Nconf,Span_Rog_macrocycle,Span_Rog_heavy_atoms
0,1A7X_914,0.8652611780709655,3.6834291796320637,21.0,0.2759165429067189,5.695287227630615,5.9897388856699365,130.0,0.3067133426523804,1000,0.7696357873423145,2.1790508771346166
1,1BXO_996,0.4281666846468545,2.8435789117780272,15.0,0.014993090070095881,2.0483949184417725,5.099120595010228,72.0,0.1453599428608762,1000,0.348597706196597,1.5404767992994586
2,1BZL_385,0.971571190464683,4.16319543945554,24.0,0.8804227013906911,5.418585777282715,4.163594466672747,64.0,0.4399696001385947,1000,1.0841276196197644,1.4934650771630107
3,1CPI_490,0.4452820786836666,2.747761510020598,24.0,0.11788036883140666,8.309000015258789,5.30653482032512,85.0,0.2769503220095094,1000,0.19790952778496207,2.199867094378538
4,1E9W_831,2.123042786124737,5.158326321592412,54.0,5.557432022270954,3.726543664932251,7.364141578674424,245.0,0.7197314810166097,1000,1.970400690438022,1.769666139862374
5,1EHL_622,0.20397497546531557,2.7925850783256396,25.0,0.06473531702841427,0.28634408116340637,3.7288126026279143,89.0,0.07185673450294358,835,0.25361868102257823,0.41611789675429467
6,1ESV_882,0.52719116220276,3.0435730450692677,16.0,0.03919478224907499,1.6391806602478027,4.0994246746872856,51.0,0.19333737651343652,974,0.40334185808701095,1.019388400299261
7,1FKD_607,0.8860185071429683,3.618041123216305,21.0,0.19447290668426637,3.825815439224243,5.004200495852379,117.0,0.33186476643508517,1000,0.8143272621203548,1.270857191084251
8,1FKI_77,0.7801023718380812,3.5898800469409045,21.0,0.33685574415783415,1.3879778385162354,3.6353126620003784,50.0,0.2619161832639835,971,0.8428862308041194,0.9260780505740884
9,1FKJ_939,0.9164152306407358,3.5822385063626117,21.0,0.24257471239564748,5.103646755218506,5.123934758620627,114.0,0.3912645333228013,1000,0.8101946900022221,1.3743045509031724
10,1FKL_418,1.1958993291030424,4.713256207673862,29.0,29.01655093938082,2.554964303970337,5.5934051259896975,124.0,3.3107740629509204,1000,1.3469003350416515,1.5345268017304994
11,1HHY-A_881,0.8404192968650046,4.79260567848312,71.0,0.038797261695068544,2.60500168800354,6.826288785171765,201.0,0.22402752788699096,1000,1.1579065533464927,2.1537244153649846
12,1KEG_678,0.383539737823189,2.823685253727921,25.0,0.08635512885042734,5.055694103240967,7.516978961543455,175.0,0.33473166475506255,1000,0.31139908065546784,3.232473828840134
13,1KHR_192,1.1262410979532635,3.81924682844797,23.0,0.8974361627402007,1.9479042291641235,4.320775361737233,67.0,0.24496640249694412,916,0.8999622592883134,0.7528862305717947
14,1MIK_909,1.6726662658304103,4.906597163008257,33.0,2784.1623349915835,3.6675498485565186,5.845471028794523,152.0,146.8702773572849,1000,1.025868920992635,1.1518739043832085
15,1MRL_923,1.1075231794025562,3.9792747636818824,23.0,0.10931426648857005,5.063353061676025,4.606395191217553,86.0,0.4220120269784603,1000,0.8847419585538718,1.2672932406781654
16,1NMK_289,0.7503024145246744,3.9602787799054435,22.0,0.2093300118843144,2.526780843734741,5.017186367213688,92.0,0.32058174463543304,1000,0.9172647219394512,1.1988770274053193
17,1NSG_269,0.9609983060477956,4.6592705527204075,29.0,29.71403607009636,2.463336706161499,5.358298919165689,125.0,3.19485067544256,1000,1.4267047683218643,1.7617242622265783
18,1NT1_634,0.838224020071155,3.0449806106958643,17.0,0.14503592781528024,1.6867790222167969,4.174819599740192,67.0,0.26655326831159976,964,0.44212525899111865,0.841169770226418
19,1NWX_14,0.5466373955656989,2.7802753334786483,14.0,0.00436830012600069,6.755188465118408,5.6574690719215095,118.0,0.3684553909390492,1000,0.40131069017994125,1.5999982966253556
20,1OKX-C_680,0.7358101150440776,3.304349148506696,19.0,0.18929446321211885,4.18474817276001,6.5525910157140554,125.0,0.39580711479942726,1000,0.7000174596878761,2.190960112034742
21,1OSF_500,0.6296662036767857,3.2846658645495306,19.0,0.056961824307939106,1.5538989305496216,4.354092652209017,76.0,0.4011502224419587,999,0.6900309106187943,1.366512893205555
22,1PFE_118,0.8743287236383803,4.028636083062263,46.0,0.2235517762864801,6.027892589569092,7.013504598023619,162.0,0.22028238879113415,1000,0.6432817327619444,2.3576306501654747
23,1PKF_240,0.4804271629037031,2.9597540340203543,16.0,0.02202774618915584,2.0235347747802734,4.464488464507963,60.0,0.28776918304220245,1000,0.4932634541189813,1.4366525145867723
24,1QPF_410,0.9345830593205984,3.5554614073859097,21.0,0.3934157556752408,6.567996501922607,6.804864926014246,141.0,0.3841662904508623,1000,0.7921258627852352,2.404769130927577
25,1QPL_12,0.9255290022085726,3.7042676787962985,21.0,0.3719347594699548,2.2443935871124268,6.492341728662817,143.0,0.298973674908092,1000,0.8970535865759155,2.215051981544023
26,1QZ5_783,0.6332362547226823,4.383976829905681,25.0,1.526150457542678,4.477437496185303,6.1405575862573105,121.0,0.4068327234396297,1000,0.9536113283286287,2.8420931518671466
27,1QZ6_645,0.8180080635423596,4.170189637014949,25.0,1.888486492327636,3.9524312019348145,6.589139178889084,109.0,0.5285969335024292,1000,0.9423263575736458,3.253027762229398
28,1S22_986,0.6788304930519222,4.232898009386848,25.0,1.7915470824963242,4.148190021514893,5.493395795247648,90.0,0.41282698377151605,1000,0.9264646776199967,1.9475348615009853
29,1SKX_761,0.5458711277227382,4.251224191963005,33.0,0.06550181508650903,1.3755470514297485,4.627717041900121,114.0,0.12853821291899709,996,0.6258571095585337,0.743402045248339
30,1TPS_61,0.5594829356433186,3.333218994847796,19.0,0.12362111774910826,2.9169716835021973,5.624155668606293,124.0,0.3948984325602294,1000,0.6378134894983254,1.747704789956794
